Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non-Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
14,10,Bethany Baptist Church,1041 Pape Avenue,1202,23,18,23,1032,148,5,7,16,1208,385,32%,2,1
14,11,Westwood Middle School,994 Carlaw Avenue,2052,37,28,23,1848,193,13,3,10,2067,489,24%,1,0
14,12,The Estonian House,958 Broadview Avenue,2145,66,22,20,1975,202,13,6,1,2197,751,34%,1,0
14,13,Cambridge Tower,33 Eastmount Avenue,265,10,4,1,249,18,2,2,0,271,133,49%,0,0
14,14,Broadview Manor,80 Danforth Avenue,2191,124,33,26,2092,127,25,17,24,2285,969,42%,1,0
14,15,Jackman Avenue Public School,79 Jackman Avenue,1981,78,30,13,1893,111,18,10,5,2037,995,49%,0,0
14,16,Montcrest Apartments,655 Broadview Avenue,321,28,7,7,324,17,0,1,0,342,206,60%,0,0
14,17,Montcrest Apartments,10 Hogarth Avenue,302,49,3,14,319,26,5,0,0,350,215,61%,0,0
14,18,Frankland Community School Jr.,816 Logan Avenue,2132,109,19,17,2006,159,17,11,35,2228,1047,47%,0,0
14,19,Centennial College,951 Carlaw Avenue,1352,31,8,14,1240,103,13,13,7,1376,654,48%,0,0
14,20,Calvary Church,746 Pape Avenue,1687,74,19,36,1497,159,27,20,44,1747,684,39%,0,1
14,21,Nisbet Lodge,740 Pape Avenue,104,48,0,3,139,15,0,0,0,154,61,40%,0,0
14,22,St. Irene Greek Orthodox Church,66 Gough Avenue,1242,45,18,7,1123,103,20,5,23,1274,591,46%,3,0
14,23,Riverdale Presbyterian Church,662 Pape Ave,1453,65,15,13,1382,88,18,0,17,1505,711,47%,0,0
14,24,Wilkinson Jr. Public School,53 Donlands Avenue,1873,59,15,11,1714,165,19,12,14,1924,879,46%,3,0
14,25,Greenwood Towers,145 Strathmore Blvd.,1656,107,12,24,1477,207,26,16,32,1758,756,43%,5,0
14,26,Monarch Park Collegiate,1 Hanson Street,1247,44,11,5,1115,124,21,8,15,1283,586,46%,0,0
14,27,St. Patrick Secondary School,49 Felstead Ave,1863,56,21,32,1671,176,34,13,6,1900,805,42%,1,0
14,28,Fred J. Beavis Apartments,110 Unity Road,250,35,1,3,260,19,1,0,6,286,165,58%,1,0
14,29,Eastview Community Centre,86 Blake Street,2558,96,35,43,2347,197,61,6,13,2624,982,37%,1,0
14,30,Withrow Avenue Jr Public School,25 Bain Avenue,2282,157,35,50,2263,125,22,3,8,2421,1109,46%,0,1
14,31,Bridgepoint Health,1 Bridgepoint Drive,0,56,0,0,56,0,0,0,0,56,56,100%,1,0
14,32,Riverdale Public Library,370 Broadview Avenue,687,38,6,5,665,37,11,3,7,723,275,38%,0,0
14,33,Metropolitan Community Church,115 Simpson Avenue,2360,81,30,33,2279,101,28,7,9,2424,996,41%,2,0
14,34,Ray McCleary Towers,444 Logan Avenue,1084,52,7,18,1034,77,13,6,5,1135,496,44%,0,0
14,35,The Carlaw,1190 Dundas Street East,312,28,5,4,322,10,2,0,0,334,172,51%,0,0
14,36,Matty Eckler Recreation Centre,953 Gerrard Street East,1878,78,13,22,1772,142,27,11,9,1961,630,32%,0,0
14,37,Francis Beavis Manor,369 Pape Avenue,1344,49,15,5,1308,56,12,5,2,1383,600,43%,2,0
14,38,Blake Street Jr. Public School,21 Boultbee Avenue,1182,37,6,14,1070,128,12,11,0,1221,533,44%,0,0
14,39,Riverdale Collegiate Institute,1094 Gerrard Street East,1807,70,17,16,1634,190,18,17,7,1866,661,35%,0,0
14,40,Roden Junior Public School,151 Hiawatha Road,1777,93,23,30,1680,130,21,16,4,1851,720,39%,0,0
14,41,Glen Rhodes United Church,1470 Gerrard Street East,890,7,2,1,825,56,9,4,4,898,401,45%,2,0
14,42,Unitarian Congregation,79 Hiawatha Road,2208,77,14,21,2056,175,18,15,9,2273,876,39%,0,0
14,43,S. H. Armstrong Community Centre,56 Woodfield Rd,2363,109,23,19,2162,228,22,20,24,2456,873,36%,1,1
14,44,Leslieville Jr. Public School,254 Leslie Street,2029,98,17,21,1857,208,23,13,20,2121,793,37%,3,0
14,45,St. Joseph's Place,67 Curzon Street,655,75,2,9,641,80,6,2,11,740,338,46%,0,0
14,46,Avondale Retirement Residence,1238 Queen Street East,33,31,1,0,60,3,0,0,0,63,34,56%,0,1
14,47,Heritage Nursing Home,1195 Queen Street East,71,19,30,0,60,0,0,0,0,60,27,45%,3,0
14,48,Bruce Jr. Public School,51 Larchmount Avenue,1839,70,18,19,1671,191,17,6,9,1894,725,38%,0,0
14,49,Jack Layton Seniors Housing,1070 Queen Street East,1070,22,16,8,947,94,23,11,3,1078,471,44%,5,0
14,50,Morse Street Public School,180 Carlaw Avenue,2592,135,35,29,2487,159,21,8,21,2696,1032,38%,0,0
14,51,Jimmie Simpson Recreation Centre,870 Queen Street East,2491,133,38,129,2334,174,45,19,20,2592,1051,41%,4,0
14,52,Queen Alexandra Sr. Public School,181 Broadview Avenue,2955,136,28,25,2841,180,38,9,7,3075,1100,36%,3,0
14,53,Ecole elementaire la Mosaique,80 Queensdale Avenue,2026,43,18,21,1727,267,42,16,1,2053,929,45%,5,0
14,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,24,14,14,,,,,,,412,,0,0
14,98,East York Community Centre,1081 1/2 Pape Ave,,129,33,135,,,,,,,3483,,4,0
14,99,Matty Eckler Recreation Centre,953 Gerrard Street East,,189,50,116,,,,,,,3376,,1,0
14 Total,,,,77613,3515,916,1234,71640,6758,915,417,482,80212,39484,49%,72,7
15,1,Fairmeadow Centre,17 Fairmeadow Ave,1551,22,15,9,1443,100,14,1,0,1558,503,32%,0,0
15,2,Trinity Presbyterian Church,2737 Bayview Ave,1520,19,13,17,1315,194,9,4,0,1522,385,25%,0,0
15,3,Harrison Public School,81 Harrison Road,947,13,7,4,880,58,9,5,0,952,254,27%,0,0
15,4,Dunlace Public School,20 Dunlace Drive,1744,20,8,17,1609,124,16,5,0,1754,638,36%,1,1
15,5,Windfields Jr High School,375 Banbury Rd,1739,14,16,7,1631,100,4,1,0,1736,520,30%,0,0
15,6,York Mills Collegiate Institute,490 York Mills Road,856,19,1,158,820,52,8,3,0,883,244,28%,0,0
15,7,Owen Public School,111 Owen Blvd.,1864,30,19,9,1733,126,13,4,0,1876,678,36%,0,0
15,8,Hillside Ravines,38 William Carson Crescent,645,13,4,10,602,50,2,1,0,655,316,48%,0,0
15,9,St. John's York Mills Church,19 Don Ridge Drive,1494,19,12,19,1379,95,11,8,8,1501,492,33%,0,0
15,10,Agricola Finnish Lutheran Church,25 Old York Mills Road,1174,25,9,1,1108,77,2,4,1,1192,477,40%,0,0
15,11,Four Teddington Park,4 Teddington Park Avenue,1069,51,8,8,953,141,9,4,12,1119,521,47%,0,0
15,12,The Bob Rumball Centre for the Deaf,2395 Bayview Ave,689,28,10,4,653,54,1,0,0,708,175,25%,0,0
15,13,Banbury Community Centre,120 Banbury Road,1975,26,11,4,1822,158,8,3,0,1991,484,24%,0,0
15,14,Denlow Public School,50 Denlow Blvd,2344,7,13,1,2158,164,17,5,0,2344,649,28%,1,0
15,15,Park Lane Public School,60 Park Lane Circle,451,9,1,5,407,44,8,0,0,459,111,24%,1,0
15,16,Sunnybrook Hospital,2075 Bayview Avenue,55,63,0,0,110,8,0,0,0,118,76,64%,0,0
15,17,Toronto French School,318 Lawrence Avenue East,1679,34,25,10,1482,175,13,13,1,1684,712,42%,0,0
15,18,Joseph Brown Manor,3179 Yonge Street,2147,54,20,30,1932,212,17,8,21,2190,1025,47%,1,0
15,19,G.H. Locke Branch Library,3083 Yonge Street,882,38,9,45,817,83,4,5,1,910,398,44%,0,0
15,20,Blythwood Road Baptist Church,80 Blythwood Road,1759,113,21,85,1626,188,18,10,10,1852,927,50%,0,3
15,21,Blythwood Jr. Public School,2 Strathgowan Crescent,1552,20,13,16,1418,137,11,0,0,1566,664,42%,0,0
15,22,Sunny View Public School,450 Blythwood Road,1478,44,12,54,1391,110,10,3,0,1514,557,37%,0,0
15,23,The Sherwood,2567 Yonge Street,101,1,0,3,88,12,0,2,0,102,75,74%,0,0
15,24,John Fisher Public School Jr.,40 Erskine Avenue,1138,66,12,22,1074,91,12,7,13,1197,514,43%,0,0
15,25,Erskine Green,88 Erskine Avenue,462,20,12,9,446,22,1,1,0,470,191,41%,0,1
15,26,Upper Canada Court,140 Erskine Avenue,1040,35,12,27,986,59,13,4,0,1062,379,36%,2,0
15,27,St. Monica Catholic School,14 Broadway Avenue,2083,108,30,33,1958,193,6,6,6,2169,818,38%,3,1
15,28,Algonquin Apartments,66 Broadway Avenue,382,14,3,12,369,20,3,1,0,393,163,41%,0,0
15,29,Northern Secondary School,851 Mount Pleasant Road,2950,128,27,28,2777,234,31,11,6,3059,1197,39%,4,0
15,31,CNIB Centre,1929 Bayview Ave,1697,44,10,14,1569,142,8,7,6,1732,838,48%,0,0
15,32,Northlea Elementary & Middle School,305 Rumsey Road,1957,5,16,0,1758,154,18,7,11,1948,1008,52%,3,1
15,33,Suomi Koti Finnish Centre,795 Eglinton Avenue East,75,20,1,0,94,0,0,0,0,94,57,61%,0,0
15,34,Northlea United Church,125 Brentcliffe Road,2303,54,13,19,2137,182,24,7,0,2350,1011,43%,1,0
15,35,Scenic on Eglinton,35 Brian Peck Cres.,386,37,1,2,405,14,1,0,1,421,146,35%,0,0
15,36,Scenic 3,160 Vanderhoof Ave,302,20,5,5,311,8,1,0,0,320,106,33%,0,0
15,37,The Overlea,12 Thorncliffe Park Drive,247,7,3,1,238,13,0,0,0,251,131,52%,0,0
15,38,St. Demetrios Greek Community of Metro Toronto,30 Thorncliffe Park Drive,1416,36,10,146,1198,214,4,10,20,1446,456,32%,0,0
15,39,Thorncliffe Park Public School,80 Thorncliffe Park Drive,1590,55,16,325,1548,93,1,1,0,1643,444,27%,0,0
15,40,Leaside Towers,85-95 Thorncliffe Park Drive,1063,95,12,619,1047,98,12,2,0,1159,426,37%,0,0
15,41,Leaside Retirement Residence,10 William Morgan Drive,188,74,11,0,233,18,0,0,0,251,78,31%,1,0
15,42,Centennial Towers,65 Thorncliffe Park Drive,384,75,5,348,462,13,1,0,0,476,208,44%,0,0
15,43,Rideau Towers,53 Thorncliffe Park Drive,381,18,4,22,365,32,3,2,0,402,144,36%,0,0
15,44,Jenner Jean-Marie Community Centre,48 Thorncliffe Park Drive,1311,37,10,277,1069,273,2,1,0,1345,330,25%,0,0
15,45,Rideau Towers,49 Thorncliffe Park Drive,609,39,5,21,635,20,1,0,0,656,202,31%,1,0
15,46,Rideau Towers,47 Thorncliffe Park Drive,692,51,9,45,733,13,1,0,0,747,258,35%,0,0
15,47,Rideau Towers,35 Thorncliffe Park Drive,465,18,8,11,441,35,1,0,0,477,200,42%,0,0
15,48,Rideau Towers,43 Thorncliffe Park Drive,499,37,5,221,509,32,1,0,0,542,167,31%,0,0
15,49,Nine Twenty One Millwood,921 Millwood Road,26,29,0,0,55,0,0,0,0,55,32,58%,0,0
15,50,Leaside Public Library,165 McRae Drive,953,17,3,8,821,115,16,2,12,966,531,55%,2,0
15,51,Bessborough Drive Public School,211 Bessborough Drive,2324,55,26,25,2019,299,6,4,22,2350,1178,50%,1,0
15,52,Trace Manes Centennial Building,110 Rumsey Road,1336,50,18,15,1186,162,9,2,16,1375,636,46%,0,0
15,53,Leaside Memorial Community Gardens Arena,1073 Millwood Road,2032,50,15,7,1847,195,9,7,1,2059,942,46%,1,0
15,54,Bennington Heights Public School,76 Bennington Heights Drive,673,18,8,2,630,47,6,0,0,683,342,50%,0,0
15,55,Maurice Cody Community Centre,181 Cleveland Street,2321,66,17,18,2172,155,20,8,16,2371,1124,47%,0,0
15,56,Hodgson MIddle Public School,282 Davisville Avenue,1987,44,23,93,1807,183,14,2,4,2010,1044,52%,0,0
15,57,Manor Road United Church,240 Manor Road East,2682,61,29,23,2469,204,18,9,15,2715,1266,47%,0,0
15,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,21,11,15,,,,,,,407,,0,0
15,98,Banbury Community Centre,120 Banbury Road,,89,39,48,,,,,,,3644,,10,0
15,99,Jenner Jean-Marie Community Centre,48 Thorncliffe Park Drive,,159,47,65,,,,,,,2161,,8,0
15 Total,,,,67669,2434,723,3042,62745,5795,447,190,203,69380,33660,49%,41,7
16,1,Rene Gordon Health & Wellness Academy,20 Karen Road,1131,36,6,2,1003,124,11,8,18,1164,391,34%,1,0
16,2,Operating Engineers Local 793,2020 Don Mills Road,663,26,4,21,547,134,2,2,0,685,212,31%,1,0
16,3,George S. Henry Academy,200 Graydon Hall Drive,1797,67,12,16,1627,215,9,7,1,1859,401,22%,1,2
16,4,Donview Middle Health & Wellness Academy,20 Evermede Drive,1508,17,8,7,1265,232,12,10,0,1519,473,31%,0,0
16,5,The York Mills,1202 York Mills Road,547,14,3,2,465,82,5,7,0,559,152,27%,0,0
16,6,Fenside Public School,131 Fenside Drive,1513,25,9,8,1189,305,8,27,0,1529,529,35%,0,0
16,7,Roywood Public School,11 Roywood Drive,823,10,5,14,661,147,6,12,2,828,362,44%,0,0
16,8,York Mills Heights,1338 York Mills Rd,343,1,1,0,266,73,0,4,0,343,143,42%,0,0
16,9,Rayoak Place Retirement Residence,1340 York Mills Road,34,14,0,0,48,0,0,0,0,48,17,35%,1,0
16,10,York Valley,1350 York Mills Road,499,20,3,3,411,92,9,3,0,515,228,44%,1,0
16,11,Victoria Park Collegiate,15 Wallingford Road,2191,30,15,17,1797,390,14,14,0,2215,574,26%,0,0
16,12,Brookbanks Public Library,210 Brookbanks Drive,824,4,5,6,660,143,13,5,1,822,228,28%,0,0
16,13,Ranchdale Public School,60 Ranchdale Crescent,906,6,5,7,629,254,17,9,0,909,400,44%,0,0
16,14,Annunciation Catholic School,65 Avonwick Gate,1554,21,12,15,1233,311,8,10,1,1563,460,29%,0,0
16,15,Garden Court Apartments,250 Cassandra Blvd,303,23,3,17,238,82,2,1,0,323,182,56%,0,0
16,16,Sagebrush Towers,100 Rowena Drive,305,11,2,5,257,51,4,2,0,314,125,40%,0,0
16,17,Rowena Apartments,105 Rowena Drive,325,12,3,5,264,66,4,1,0,335,122,36%,0,0
16,18,Broadlands Public School,106 Broadlands Blvd,1692,21,14,25,1324,341,13,11,10,1699,668,39%,0,0
16,19,St. Catherine Catholic School,30 Roanoke Road,2010,50,8,2,1698,316,17,11,10,2052,694,34%,3,0
16,20,Cassandra Public School,45 Cassandra Blvd,2011,93,12,19,1794,264,15,24,0,2097,607,29%,1,0
16,21,Three Valleys Public School,76 Three Valleys Drive,1061,8,8,8,910,137,3,13,1,1064,480,45%,0,0
16,22,Don Mills Middle School,17 The Donway East,2242,28,13,32,1862,371,11,12,1,2257,607,27%,0,4
16,23,Norman Ingram Public School,50 Duncairn Road,1565,40,6,13,1372,204,15,7,2,1600,589,37%,0,0
16,24,Don Mills Public Library,888 Lawrence Ave East,1717,42,13,13,1515,218,5,7,0,1745,549,31%,0,0
16,25,Greenview Lodge Retirement Home,880 Lawrence Ave East,37,19,0,0,56,1,0,0,0,57,27,47%,0,0
16,26,Sanderling Place,20 Sanderling Place,1005,28,13,5,874,134,4,5,5,1022,345,34%,0,0
16,27,Flaire,99 The Donway W,191,24,1,1,200,10,2,0,0,212,70,33%,0,0
16,28,Thompson House,1 Overland Drive,77,5,1,0,78,2,0,1,0,81,15,19%,0,0
16,29,Overland Learning Centre,55 Overland Drive,937,14,6,13,792,135,17,4,1,949,353,37%,0,0
16,30,Carrington Place,1105 Leslie St,519,7,5,10,460,53,4,1,1,519,217,42%,0,0
16,31,Greenland Public School,15 Greenland Road,2183,53,12,20,1868,332,25,6,3,2234,723,32%,0,0
16,32,Donway Place,8 The Donway East,335,97,3,4,404,23,0,2,0,429,193,45%,0,1
16,33,Victoria Village Public School,88 Sweeney Drive,1503,18,5,15,1254,242,11,6,2,1515,600,40%,0,0
16,34,Victoria Village Public Library,184 Sloane Avenue,1753,16,8,21,1489,242,23,10,0,1764,483,27%,1,0
16,35,Sloane Public School,110 Sloane Avenue,2242,33,8,14,1999,235,17,14,1,2266,777,34%,0,0
16,36,Emmanuel Lutheran Manor,1684 Victoria Park Avenue,738,11,7,10,652,83,2,1,5,743,198,27%,0,0
16,37,Golden Gate Apartments,1780 Eglinton Avenue East,675,32,4,3,606,94,2,1,0,703,195,28%,0,0
16,38,Oasis Condominium,1700 Eglinton Avenue E,645,33,1,7,600,70,2,6,0,678,314,46%,0,0
16,39,The Courtyards of Concorde,18 Concorde Place,360,6,5,3,312,51,0,0,0,363,229,63%,0,0
16,40,The Pioneer Place,16 Concorde Place,147,16,4,6,142,16,0,1,0,159,86,54%,0,0
16,41,Concorde Park,5 Concorde Place,1085,19,7,9,1011,73,9,3,0,1096,492,45%,0,0
16,42,Highgate,1 Concorde Place,456,30,3,0,449,33,2,1,0,485,285,59%,0,0
16,43,Wynford Place,75 Wynford Heights Crescent,233,4,1,2,199,30,4,3,0,236,156,66%,0,0
16,44,Wynford North,65 Wynford Heights Crescent,419,25,1,4,374,61,5,3,1,444,176,40%,0,0
16,45,Wynford Central,55 Wynford Heights Crescent,396,37,4,1,401,25,2,1,0,429,161,38%,0,1
16,46,Wynford South,45 Wynford Heights Cres.,436,43,9,8,425,37,3,5,0,470,214,46%,1,0
16,47,Wynford Tower,35 Wynford Heights Cres.,297,42,7,4,291,33,2,6,0,332,207,62%,1,0
16,48,The Rosewood,133 Wynford Drive,350,46,4,3,360,29,1,3,1,394,167,42%,2,0
16,49,Accolade,181 Wynford Dr,369,35,2,1,363,34,3,2,0,402,158,40%,0,1
16,50,Delmanor Wynford Retirement Living,187 Wynford Dr,15,81,7,0,84,5,0,0,0,89,88,99%,0,0
16,51,The Palisades,205 Wynford Drive,857,37,5,9,831,51,5,1,0,888,394,44%,1,1
16,52,Dennis R. Timbrell Resource Centre,29 St. Dennis Drive,1836,31,15,5,1597,234,11,2,13,1857,408,22%,0,0
16,53,Deauville Place,5 Deauville Lane,61,2,1,2,62,0,0,0,0,62,24,39%,0,0
16,54,Glenyan Manor,10 Deauville Lane,207,13,1,2,201,19,0,0,0,220,72,33%,0,0
16,55,10 Grenoble Drive,10 Grenoble Drive,406,17,2,10,381,39,1,1,0,422,134,32%,0,0
16,56,Sanardo,7 St. Dennis Drive,388,12,0,3,377,22,2,0,0,401,94,23%,1,0
16,57,Grenoble Public School,9 Grenoble Drive,2613,57,20,18,2345,284,18,10,3,2660,556,21%,0,0
16,58,Valley Park Middle School,130 Overlea Blvd.,972,15,3,2,857,121,4,2,0,984,276,28%,3,0
16,59,The Citadel,701 Don Mills Road,378,37,3,2,379,33,0,0,0,412,117,28%,1,0
16,60,Gateway Public School,55 Gateway Blvd,1755,40,8,10,1504,270,6,7,0,1787,583,33%,0,0
16,61,Linkwood Village Rec Centre,75 Pavane Linkway,1513,37,5,8,1376,155,9,3,1,1544,541,35%,1,0
16,62,Wynford Park Recreation Centre,15 Club Golfway,1791,45,8,16,1619,202,7,4,0,1832,632,34%,0,0
16,63,Fountain View Care-Building 2,1800 O'Connor Drive,79,26,2,1,83,20,0,0,0,103,21,20%,0,0
16,64,Harmony Hills Care Community,1800 O'Connor Drive,0,17,0,0,17,0,0,0,0,17,17,100%,0,0
16,65,Sunrise Towers,1420 Victoria Park Avenue,285,35,1,1,307,12,0,0,0,319,137,43%,3,0
16,66,Victoria Towne Recreation Centre,22 Sunrise Avenue,646,13,3,2,536,118,2,1,0,657,276,42%,0,0
16,67,O'Connor Public School,1665 O'Connor Drive,1249,10,6,8,1061,179,5,3,9,1257,328,26%,1,0
16,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,10,4,4,,,,,,,116,,0,0
16,98,Dennis R Timbrell Resource Centre,29 St Dennis Drive,,38,18,24,,,,,,,683,,0,1
16,99,Don Mills Public Library,888 Lawrence Ave E,,74,22,84,,,,,,,3035,,3,0
16 Total,,,,60003,1959,425,632,52311,8394,413,326,93,61537,24566,40%,28,11
17,1,Gates of Bayview,4003 Bayview Avenue,1023,22,11,10,973,61,4,0,0,1038,530,51%,0,0
17,2,Steelesview Public School,105 Bestview Drive,1437,15,6,3,1245,195,4,0,3,1447,516,36%,0,0
17,3,The Gibson Long Term Care Centre,1925 Steeles Ave East,82,18,0,0,95,4,0,0,1,100,20,20%,0,0
17,4,The Gibson Retirement Residence,1955 Steeles Avenue East,35,23,1,0,49,8,0,0,0,57,24,42%,0,0
17,5,A.Y. Jackson Secondary School,50 Francine Drive,898,9,3,10,867,36,2,1,0,906,264,29%,0,0
17,6,Cliffwood Public School,140 Cliffwood  Road,1676,20,7,108,1458,214,7,11,0,1690,550,33%,0,0
17,7,Cliffwood Manor,4000 Don Mills Road,359,25,2,12,370,18,0,0,0,388,157,40%,0,0
17,8,Vantage Recreation Centre,4001-4005 Don Mills Road,578,11,2,8,526,58,3,1,0,588,250,43%,0,0
17,9,Arbor Glen Public School,55 Freshmeadow Drive,1176,2,4,2,1026,148,0,2,2,1178,433,37%,0,0
17,10,Highland Middle School,201 Cliffwood Road,845,14,5,0,717,119,16,2,0,854,311,36%,0,0
17,11,Hillmount Public School,245 McNicoll Avenue,1535,19,6,8,1379,143,5,10,12,1549,470,30%,2,0
17,12,Cresthaven Public School,46 Cresthaven Drive,1626,21,6,4,1451,169,0,6,11,1637,490,30%,0,0
17,13,Cummer Park Community Centre,6000 Leslie Street,1349,33,3,77,1183,184,7,9,1,1384,347,25%,5,0
17,14,Pineway Public School,110 Pineway Blvd,1240,15,7,3,1099,151,2,0,0,1252,429,34%,2,0
17,15,Extendicare Bayview Villa,550 Cummer Avenue,97,8,2,0,102,1,0,0,0,103,21,20%,0,0
17,16,Lester B. Pearson Elementary School,7 Snowcrest Avenue,2344,35,27,25,1983,348,8,10,8,2357,705,30%,0,0
17,17,Blessed Trinity Catholic School,3205 Bayview Avenue,1299,18,10,8,1071,227,0,6,3,1307,404,31%,0,0
17,18,Palace Gate,3181 Bayview Avenue,268,10,0,0,246,32,0,0,0,278,149,54%,0,0
17,19,All Saints Cultural Centre,3125 Bayview Avenue,1222,23,8,7,1082,141,10,3,0,1236,430,35%,0,0
17,20,Bayview Middle School,25 Bunty Lane,1683,44,14,7,1517,188,6,4,0,1715,590,34%,2,0
17,21,Ecole elementaire Paul-Demers,100 Ravel Road,655,13,4,3,585,78,2,2,0,667,218,33%,0,0
17,22,Crestview Public School,101 Seneca Hill Drive,1844,50,10,103,1513,340,15,16,0,1884,576,31%,1,0
17,23,Crestview Place,177 Linus Road,938,12,2,9,847,89,4,9,0,949,317,33%,1,0
17,24,High Point,3300 Don Mills Road,371,9,1,2,318,59,2,0,0,379,177,47%,0,0
17,25,Immanuel Baptist Church,1100 Finch Avenue East,1508,12,4,8,1295,212,5,1,5,1518,363,24%,0,0
17,26,Skymark Recreation Centre,1555 Finch Avenue East,754,35,1,6,732,51,1,5,0,789,407,52%,0,0
17,27,Seneca Hill Public School,625 Seneca Hill Drive,1272,18,9,4,1111,164,3,2,0,1280,457,36%,0,0
17,28,Seneca Towers,1700 Finch Ave. East,253,15,2,1,248,18,0,2,0,268,107,40%,1,1
17,29,Skymark Place Rec. Centre,55 Skymark Drive,698,12,5,5,663,34,2,5,0,704,345,49%,0,1
17,30,Classic-Excellence,85 Skymark Drive,557,22,2,3,533,43,0,1,0,577,291,50%,0,0
17,31,Seneca Newnham Residence,1760 Finch Avenue East,15,9,0,0,23,1,0,0,0,24,9,38%,0,0
17,32,Cherokee Public School,390 Cherokee Blvd.,2156,28,10,21,1813,350,7,5,0,2175,677,31%,1,0
17,33,Ernest Public School,150 Cherokee Blvd.,1169,23,3,12,1004,170,8,8,0,1190,434,36%,1,0
17,34,Warren Court,3000 Victoria Park Avenue,303,3,3,2,275,27,0,0,1,303,91,30%,0,0
17,35,Pleasant View Jr High School,175 Brian Drive,1734,32,5,6,1397,339,7,14,7,1764,540,31%,4,0
17,36,St. Kateri Tekakwitha Catholic School,70 Margaret Avenue,955,9,8,15,730,215,9,1,0,955,378,40%,0,0
17,37,Kingslake Public School,90 Kingslake Road,1583,38,16,15,1342,219,16,9,25,1611,454,28%,0,0
17,38,Oriole Community Centre,2975 Don Mills Road West,2736,54,18,21,2347,410,12,13,1,2783,555,20%,2,0
17,39,Don Valley Junior High School,3100 Don Mills Road,1156,40,2,213,960,226,7,6,0,1199,394,33%,0,0
17,40,St. Matthias Catholic School,101 Van Horne Avenue,1106,19,8,3,868,227,12,12,0,1119,359,32%,0,0
17,41,Majorca Towers,201 Van Horne Avenue,279,8,2,0,246,37,1,2,0,286,94,33%,0,0
17,42,Lescon Public School,34 Lescon Road,785,30,6,10,638,140,14,14,9,815,281,34%,0,0
17,43,Dallington Public School,18 Dallington Drive,1313,12,5,35,1110,190,9,10,0,1319,491,37%,0,0
17,44,St. Timothy Catholic School,25 Rochelle Crescent,2079,26,10,27,1604,478,6,10,0,2098,491,23%,0,0
17,45,Crossroads - Building C,10 Muirhead Road,319,20,1,5,290,47,1,0,0,338,151,45%,1,0
17,46,Muirhead Public School,25 Muirhead Road,1239,24,4,43,1022,219,7,10,0,1258,501,40%,0,0
17,47,Crossroads,5 Old Sheppard Avenue,311,24,3,4,285,43,1,3,0,332,154,46%,2,0
17,48,Crossroads,1900 Sheppard Ave. East,299,16,2,4,269,38,0,6,0,313,140,45%,0,1
17,49,Brian Public School,95 Brian Drive,983,17,9,6,789,188,11,3,2,993,398,40%,1,0
17,50,St. Gerald Catholic School,200 Old Sheppard Avenue,1127,14,9,8,857,227,12,4,33,1133,391,35%,0,0
17,51,Atria,55 Ann O'Reilly Rd,380,17,1,7,385,11,0,0,1,397,101,25%,0,0
17,52,The Legacy at Heron's Hill,30 Herons Hill Way,252,23,0,2,252,23,1,0,0,276,92,33%,0,0
17,53,Ultra at Heron's Hill,2015 Sheppard Avenue East,291,16,4,5,293,6,1,0,3,303,64,21%,0,1
17,54,The Yorkland at Heron's Hill,275 Yorkland Rd,206,17,2,0,213,6,2,0,0,221,55,25%,0,0
17,55,Harold Green Building,121 Parkway Forest Drive,283,14,0,6,263,32,2,1,0,298,76,26%,0,0
17,56,Poplar Grove,125 Parkway Forest Drive,228,6,1,2,209,23,1,0,0,233,69,30%,0,0
17,57,Pine Grove,110 Parkway Forest Drive,231,18,1,2,221,29,1,0,0,251,86,34%,0,0
17,58,Parkway Forest Communty Centre,55 Forest Manor Road,2075,124,9,124,1869,306,7,10,10,2202,657,30%,2,1
17,59,Elm Grove,80 Forest Manor Road,150,40,1,0,155,35,0,1,0,191,85,45%,0,0
17,60,Emerald City 1,70 Forest Manor Road,671,30,4,0,678,19,2,0,0,699,149,21%,0,0
17,61,York Gardens,5 Parkway Forest Drive,438,32,3,2,370,95,1,1,0,467,207,44%,0,0
17,62,Shaughnessy Public School,30 Shaughnessy Blvd.,1193,12,8,10,974,211,2,7,3,1197,413,35%,0,0
17,63,St. Matthew The Apostle Church,80 George Henry Blvd.,755,1,8,0,614,108,6,7,14,749,299,40%,0,0
17,64,Aria 1 & 2,10 Bloorview Place,555,47,1,10,544,55,1,0,0,600,273,46%,0,0
17,65,Seniors Health Centre,2 Buchan Court,59,22,0,0,76,5,0,0,0,81,24,30%,0,0
17,66,Leslie Boutique Res,2756 Old Leslie St,125,9,0,0,129,3,2,0,0,134,48,36%,0,0
17,67,Discovery Towers,19 Singer Court,695,79,6,2,712,58,0,4,0,774,219,28%,1,0
17,68,Tango 2,72 Esther Shiner Blvd,134,8,0,10,127,15,0,0,0,142,35,25%,0,0
17,69,Tango,121 McMahon Dr,214,24,1,1,224,11,2,0,0,237,66,28%,0,0
